Customer_ID,Name,Gender,Age,Region,Income,Account_Balance,Products_Held,Credit_Score,Has_Credit_Card,Is_Active_Member,Tenure_Years,Churned,Churned_1_0
UAE-4200,Anna Jones,Male,61,Fujairah,"21,260",149,4,623,NO,IN_ACTIVE,4,RETAINED,1
UAE-4201,Jonathan Murray,Female,41,Dubai,"13,580","174,364",3,816,NO,ACTIVE,4,RETAINED,1
UAE-4202,Alice Hood,Female,51,Abu Dhabi,"7,413","197,351",2,326,YES,IN_ACTIVE,10,RETAINED,1
UAE-4203,Taylor Ortiz,Female,25,RAK,"10,762","173,702",1,702,NO,ACTIVE,1,CHURNED,0
UAE-4204,Veronica Kelley,Male,49,Fujairah,"14,420","40,048",2,730,YES,IN_ACTIVE,3,RETAINED,1
UAE-4205,Patrick Lane,Male,45,Abu Dhabi,"12,858","158,257",1,304,NO,IN_ACTIVE,10,RETAINED,1
UAE-4206,Collin Carrillo,Male,19,Dubai,"10,449","103,738",1,747,YES,IN_ACTIVE,8,RETAINED,1
UAE-4207,Brent Griffin,Male,46,Fujairah,"24,700","67,516",3,472,NO,IN_ACTIVE,6,RETAINED,1
UAE-4208,Amy Frank,Male,29,Ajman,"18,757","68,611",1,718,YES,ACTIVE,3,RETAINED,1
UAE-4209,Michael Taylor,Male,70,Sharjah,"22,165","68,123",3,805,NO,IN_ACTIVE,4,CHURNED,0
UAE-4210,Edwin Nichols,Male,47,RAK,"18,445","7,339",1,573,NO,IN_ACTIVE,4,RETAINED,1
UAE-4211,Joseph Lawrence,Female,35,Ajman,"4,247","65,463",4,646,YES,ACTIVE,10,RETAINED,1
UAE-4212,Melinda Hoffman,Female,33,RAK,"12,897",174,3,647,YES,ACTIVE,1,RETAINED,1
UAE-4213,Jennifer Steele,Male,21,RAK,"23,514","48,996",2,354,YES,IN_ACTIVE,7,RETAINED,1
UAE-4214,Chad Hancock,Female,41,Fujairah,"6,258","121,041",2,325,NO,IN_ACTIVE,5,RETAINED,1
UAE-4215,Mallory Rodriguez,Male,20,Sharjah,"24,176","173,815",2,309,NO,IN_ACTIVE,2,RETAINED,1
UAE-4216,Justin Cunningham,Male,40,Abu Dhabi,"12,927","40,329",3,610,YES,IN_ACTIVE,10,CHURNED,0
UAE-4217,Brian Harris,Male,57,Dubai,"20,457","94,897",1,623,YES,IN_ACTIVE,3,RETAINED,1
UAE-4218,Anthony Martinez,Male,42,RAK,"4,472","73,475",2,417,NO,IN_ACTIVE,2,RETAINED,1
UAE-4219,Sharon Roberts,Female,56,Abu Dhabi,"23,882","25,354",1,811,NO,ACTIVE,4,CHURNED,0
UAE-4220,Melissa Thompson,Male,58,RAK,"16,922","19,046",4,393,NO,ACTIVE,4,RETAINED,1
UAE-4221,Jonathan Anderson,Female,37,Sharjah,"10,073","166,014",1,533,NO,IN_ACTIVE,1,RETAINED,1
UAE-4222,Michael Green,Female,36,Abu Dhabi,"22,433","184,994",2,844,YES,ACTIVE,1,RETAINED,1
UAE-4223,Kimberly Taylor,Female,46,Abu Dhabi,"5,438","183,119",3,539,YES,IN_ACTIVE,7,RETAINED,1
UAE-4224,Marie Sanchez,Male,64,Sharjah,"14,842","167,188",2,422,NO,IN_ACTIVE,9,RETAINED,1
UAE-4225,Joanna Gonzales,Male,32,Ajman,"15,104","9,742",1,514,YES,ACTIVE,7,CHURNED,0
UAE-4226,Brian Atkinson,Female,25,Ajman,"10,379","10,047",2,525,NO,IN_ACTIVE,7,RETAINED,1
UAE-4227,Jenny Chan,Male,40,Ajman,"5,502","194,606",1,598,NO,IN_ACTIVE,10,RETAINED,1
UAE-4228,Michael Graham DDS,Male,39,Ajman,"11,032","140,165",3,478,YES,ACTIVE,6,CHURNED,0
UAE-4229,Allison Rubio,Female,26,Abu Dhabi,"3,843","168,940",4,820,NO,IN_ACTIVE,5,RETAINED,1
UAE-4230,Jorge White,Female,28,Dubai,"22,683","35,089",1,622,NO,ACTIVE,9,RETAINED,1
UAE-4231,Shannon Schultz,Female,60,Dubai,"11,205","190,760",4,498,YES,ACTIVE,9,CHURNED,0
UAE-4232,Kelly Peck,Male,36,Dubai,"18,165","193,953",3,678,NO,ACTIVE,1,RETAINED,1
UAE-4233,Ms. Kathy Richardson MD,Female,59,RAK,"7,463","68,626",1,738,YES,ACTIVE,4,RETAINED,1
UAE-4234,Paul Harper,Female,41,Sharjah,"8,417","189,679",4,445,NO,ACTIVE,3,RETAINED,1
UAE-4235,Brandi Allen,Female,57,Umm AL-Quwain,"18,151","78,680",1,505,YES,IN_ACTIVE,2,RETAINED,1
UAE-4236,Jason Flores,Male,18,RAK,"3,717","140,942",1,533,NO,IN_ACTIVE,10,RETAINED,1
UAE-4237,Meghan Garcia,Male,67,Ajman,"15,082","19,542",4,484,NO,ACTIVE,1,RETAINED,1
UAE-4238,Misty Ayala,Female,19,Sharjah,"4,531","169,439",3,631,YES,ACTIVE,8,RETAINED,1
UAE-4239,Andre Lee,Female,66,Umm AL-Quwain,"7,531","166,603",4,829,NO,ACTIVE,4,RETAINED,1
UAE-4240,Courtney Rocha,Male,34,Ajman,"10,699","195,393",2,608,NO,IN_ACTIVE,4,CHURNED,0
UAE-4241,Jacob Ford,Female,62,Dubai,"22,387","114,148",1,483,YES,ACTIVE,5,RETAINED,1
UAE-4242,Jerry Mcknight,Female,36,RAK,"5,140","66,353",1,557,NO,ACTIVE,7,RETAINED,1
UAE-4243,Martin Mays,Male,66,Dubai,"17,680","53,004",1,358,YES,ACTIVE,3,RETAINED,1
UAE-4244,Jeremy Hill,Male,43,Sharjah,"8,272","117,887",2,696,NO,IN_ACTIVE,6,RETAINED,1
UAE-4245,Ralph Randolph,Male,24,Sharjah,"14,192","48,396",3,525,NO,IN_ACTIVE,9,CHURNED,0
UAE-4246,Charles Hudson,Female,37,Dubai,"3,450","94,759",1,749,YES,ACTIVE,6,CHURNED,0
UAE-4247,Ruben Vang,Female,64,RAK,"17,685","71,941",3,752,NO,ACTIVE,6,RETAINED,1
UAE-4248,Russell Gallegos,Female,34,Abu Dhabi,"21,778","121,517",3,328,NO,IN_ACTIVE,5,RETAINED,1
UAE-4249,Zoe Bell,Male,49,Fujairah,"8,130","152,401",4,630,YES,ACTIVE,1,RETAINED,1
UAE-4250,Christine Taylor,Female,28,Abu Dhabi,"18,613","74,792",3,499,NO,ACTIVE,6,RETAINED,1
UAE-4251,Christopher Carson,Female,21,Umm AL-Quwain,"17,855","33,085",2,501,YES,IN_ACTIVE,9,CHURNED,0
UAE-4252,Stephanie Montoya,Male,42,Abu Dhabi,"23,869","125,585",4,328,YES,ACTIVE,1,RETAINED,1
UAE-4253,Greg Wells,Male,60,Fujairah,"23,939","111,804",1,392,NO,IN_ACTIVE,2,RETAINED,1
UAE-4254,Taylor Burns,Female,46,RAK,"12,537","84,079",1,598,YES,IN_ACTIVE,5,RETAINED,1
UAE-4255,Joseph Suarez,Female,30,RAK,"9,551","99,126",3,590,YES,IN_ACTIVE,2,RETAINED,1
UAE-4256,Robert Mckay,Male,30,Sharjah,"22,604","175,168",3,382,YES,IN_ACTIVE,10,CHURNED,0
UAE-4257,David Mendoza,Male,58,Sharjah,"22,931","61,949",4,399,YES,ACTIVE,3,RETAINED,1
UAE-4258,Mrs. Lauren Sutton,Male,55,Abu Dhabi,"24,921","16,531",1,309,YES,ACTIVE,7,RETAINED,1
UAE-4259,Allison Brown,Female,65,RAK,"13,056","135,252",2,523,NO,ACTIVE,2,RETAINED,1
UAE-4260,Joseph Martin,Male,59,RAK,"17,276","67,065",1,424,NO,IN_ACTIVE,5,RETAINED,1
UAE-4261,Mark Bridges,Female,47,Sharjah,"9,626","158,389",1,732,NO,IN_ACTIVE,7,RETAINED,1
UAE-4262,Sylvia Martinez,Male,39,Fujairah,"10,215","189,457",2,768,NO,ACTIVE,7,RETAINED,1
UAE-4263,Erin Baker,Male,30,Umm AL-Quwain,"10,144","144,850",2,313,NO,IN_ACTIVE,7,RETAINED,1
UAE-4264,Nicholas Nelson,Female,48,Fujairah,"6,907","2,240",1,660,YES,ACTIVE,10,RETAINED,1
UAE-4265,Michael Lopez,Female,41,Fujairah,"23,837","183,846",1,735,YES,ACTIVE,6,RETAINED,1
UAE-4266,David Fletcher,Female,56,Dubai,"14,534","40,531",4,773,YES,IN_ACTIVE,8,RETAINED,1
UAE-4267,Mario Brandt,Female,25,Ajman,"17,805","139,461",4,476,NO,IN_ACTIVE,4,RETAINED,1
UAE-4268,Morgan Mclaughlin,Female,33,RAK,"14,195","130,492",1,509,NO,IN_ACTIVE,7,CHURNED,0
UAE-4269,Scott Jackson,Male,61,RAK,"16,511","176,677",1,347,NO,ACTIVE,10,RETAINED,1
UAE-4270,Nicole Williams,Female,63,Ajman,"11,998","2,519",2,679,NO,ACTIVE,6,RETAINED,1
UAE-4271,Kevin Pratt,Female,32,Umm AL-Quwain,"18,080","56,570",4,685,YES,IN_ACTIVE,2,RETAINED,1
UAE-4272,Joy Williams,Male,67,Abu Dhabi,"6,128","31,692",1,402,NO,IN_ACTIVE,10,RETAINED,1
UAE-4273,Jennifer Wiggins,Female,55,Abu Dhabi,"4,807","39,642",1,528,NO,IN_ACTIVE,8,RETAINED,1
UAE-4274,Frances Navarro,Female,63,RAK,"13,474","80,758",1,425,YES,ACTIVE,1,RETAINED,1
UAE-4275,Sierra Watkins,Male,31,Umm AL-Quwain,"18,441","50,662",2,639,NO,IN_ACTIVE,8,RETAINED,1
UAE-4276,Jared Boone,Female,33,Fujairah,"24,959","156,671",2,600,YES,IN_ACTIVE,10,RETAINED,1
UAE-4277,Carol Thomas,Male,34,Dubai,"3,658","171,536",1,429,YES,ACTIVE,4,RETAINED,1
UAE-4278,Chloe Butler,Female,63,Ajman,"20,417","195,862",4,749,NO,ACTIVE,8,RETAINED,1
UAE-4279,Robert Brock,Male,24,Ajman,"5,116","122,227",3,807,YES,IN_ACTIVE,2,RETAINED,1
UAE-4280,Ronald Acosta,Female,43,Umm AL-Quwain,"3,368","74,823",2,465,NO,IN_ACTIVE,1,RETAINED,1
UAE-4281,Fernando Odom,Female,34,Umm AL-Quwain,"24,783","194,763",2,403,YES,ACTIVE,4,RETAINED,1
UAE-4282,Samantha Wise,Male,27,Abu Dhabi,"6,309","45,411",2,326,YES,IN_ACTIVE,5,RETAINED,1
UAE-4283,David Cohen,Male,51,Abu Dhabi,"15,893","8,281",2,705,NO,ACTIVE,6,CHURNED,0
UAE-4284,Andrew Johnson,Female,41,Sharjah,"21,189","183,120",2,554,NO,IN_ACTIVE,7,RETAINED,1
UAE-4285,Veronica Mckee,Male,30,Umm AL-Quwain,"4,427","15,730",4,537,YES,IN_ACTIVE,9,RETAINED,1
UAE-4286,Emma Chen,Male,57,RAK,"7,578","167,489",1,702,NO,ACTIVE,5,RETAINED,1
UAE-4287,Rebecca Harris,Female,30,Umm AL-Quwain,"5,482","147,705",1,652,NO,IN_ACTIVE,7,RETAINED,1
UAE-4288,Mrs. Tracy Gray DVM,Female,19,Abu Dhabi,"7,132","137,906",1,828,NO,ACTIVE,7,RETAINED,1
UAE-4289,Mr. David Watson,Female,33,Umm AL-Quwain,"4,840","29,816",3,841,NO,IN_ACTIVE,8,RETAINED,1
UAE-4290,Chad Carpenter,Female,47,Fujairah,"6,871","33,411",2,497,YES,IN_ACTIVE,7,RETAINED,1
UAE-4291,Ronnie Weaver,Female,35,Ajman,"17,934","99,400",4,638,YES,ACTIVE,3,RETAINED,1
UAE-4292,Emily Glover,Male,20,Fujairah,"19,920","127,505",2,810,NO,ACTIVE,6,RETAINED,1
UAE-4293,Alicia Gross,Male,52,Ajman,"9,498","46,285",2,386,YES,ACTIVE,5,RETAINED,1
UAE-4294,Susan Adams,Female,28,Abu Dhabi,"11,366","118,286",4,770,NO,ACTIVE,5,RETAINED,1
UAE-4295,Anna King,Female,59,Ajman,"6,103","44,411",1,842,YES,ACTIVE,5,RETAINED,1
UAE-4296,Matthew Burton,Female,47,Umm AL-Quwain,"21,457","4,435",2,805,NO,IN_ACTIVE,9,RETAINED,1
UAE-4297,Rebekah Hudson,Female,63,Abu Dhabi,"14,629","132,272",2,437,YES,ACTIVE,8,RETAINED,1
UAE-4298,David Mullen,Male,64,Sharjah,"16,870","68,093",4,692,YES,IN_ACTIVE,4,RETAINED,1
UAE-4299,Dennis Roth,Male,26,Ajman,"19,344","7,318",4,423,NO,ACTIVE,6,RETAINED,1
UAE-4300,Angela Stark,Female,55,Umm AL-Quwain,"12,846","88,199",2,620,YES,IN_ACTIVE,6,RETAINED,1
UAE-4301,Jennifer Alexander,Female,39,Fujairah,"14,644","49,705",3,618,YES,IN_ACTIVE,4,RETAINED,1
UAE-4302,Jennifer Davis,Female,52,Umm AL-Quwain,"24,886","126,137",3,578,YES,ACTIVE,1,RETAINED,1
UAE-4303,Kevin Gray,Male,21,Fujairah,"9,876","146,786",2,725,YES,ACTIVE,9,RETAINED,1
UAE-4304,Gary Clark,Female,36,Sharjah,"9,963","32,765",4,487,YES,IN_ACTIVE,4,CHURNED,0
UAE-4305,Evan Allen,Male,67,Ajman,"14,859","163,223",2,331,NO,ACTIVE,1,RETAINED,1
UAE-4306,Teresa Winters,Female,50,Dubai,"11,393","6,290",2,480,YES,IN_ACTIVE,5,RETAINED,1
UAE-4307,Jack Carter,Female,38,Abu Dhabi,"18,403","4,081",4,365,YES,IN_ACTIVE,8,RETAINED,1
UAE-4308,Stacie Green,Female,22,Umm AL-Quwain,"11,195","74,748",1,713,NO,ACTIVE,10,RETAINED,1
UAE-4309,Mia King,Female,34,Sharjah,"20,636","29,361",1,778,YES,ACTIVE,1,RETAINED,1
UAE-4310,Rachel Wood,Male,65,RAK,"24,658","127,873",4,470,YES,ACTIVE,7,CHURNED,0
UAE-4311,Austin Baird,Male,29,Sharjah,"20,507",386,2,741,NO,ACTIVE,2,CHURNED,0
UAE-4312,Kristy Guzman,Female,18,Ajman,"15,218","77,712",4,848,YES,ACTIVE,7,RETAINED,1
UAE-4313,Thomas Mcneil,Female,26,Umm AL-Quwain,"7,043","149,626",4,395,YES,ACTIVE,10,RETAINED,1
UAE-4314,Richard Le,Female,32,Fujairah,"18,490","28,870",3,624,NO,IN_ACTIVE,7,RETAINED,1
UAE-4315,Charles Atkins,Female,45,Abu Dhabi,"19,463","24,323",1,615,NO,IN_ACTIVE,2,RETAINED,1
UAE-4316,Emily Gomez,Female,59,Dubai,"4,757","72,320",4,534,NO,IN_ACTIVE,6,RETAINED,1
UAE-4317,Bradley Smith,Female,62,RAK,"8,630","176,080",4,710,YES,ACTIVE,8,RETAINED,1
UAE-4318,Richard Marshall,Male,23,Dubai,"22,843","20,355",4,831,NO,IN_ACTIVE,5,RETAINED,1
UAE-4319,Anita Gregory,Female,26,Umm AL-Quwain,"24,259","191,687",1,735,NO,IN_ACTIVE,10,RETAINED,1
UAE-4320,Brian Brooks,Male,59,Umm AL-Quwain,"11,904","144,715",4,378,YES,IN_ACTIVE,3,RETAINED,1
UAE-4321,Thomas Velasquez,Male,32,Umm AL-Quwain,"15,817","120,838",3,573,YES,IN_ACTIVE,7,RETAINED,1
UAE-4322,Susan Howe,Male,29,Dubai,"12,857","87,474",1,341,NO,IN_ACTIVE,8,RETAINED,1
UAE-4323,Jared Franklin,Female,50,RAK,"18,348","186,425",4,428,NO,ACTIVE,4,RETAINED,1
UAE-4324,Ann Hernandez,Female,40,Dubai,"12,349","56,918",2,686,YES,ACTIVE,8,RETAINED,1
UAE-4325,Michael Williams,Female,29,Umm AL-Quwain,"12,227","15,177",4,614,YES,IN_ACTIVE,9,RETAINED,1
UAE-4326,Paul Johnson,Female,36,Abu Dhabi,"14,522","35,401",2,376,NO,IN_ACTIVE,3,CHURNED,0
UAE-4327,Cody Roberts,Female,52,Abu Dhabi,"15,182","94,187",2,366,YES,ACTIVE,8,RETAINED,1
UAE-4328,Mary Garza,Male,20,Sharjah,"15,408","137,217",4,342,NO,ACTIVE,8,CHURNED,0
UAE-4329,Danielle Zhang,Female,35,Sharjah,"4,836","121,974",2,593,NO,IN_ACTIVE,8,RETAINED,1
UAE-4330,Nancy Shelton,Male,32,Fujairah,"10,928","53,314",3,812,YES,IN_ACTIVE,3,RETAINED,1
UAE-4331,Anthony Curtis,Male,53,Fujairah,"18,900","114,948",3,719,YES,ACTIVE,5,RETAINED,1
UAE-4332,Joseph Little,Female,31,Dubai,"9,912","165,669",3,525,YES,IN_ACTIVE,8,RETAINED,1
UAE-4333,Frank Smith,Male,55,RAK,"4,554","179,664",1,349,YES,IN_ACTIVE,9,RETAINED,1
UAE-4334,Ashley Ball,Male,46,Umm AL-Quwain,"16,294","64,237",2,673,YES,IN_ACTIVE,3,CHURNED,0
UAE-4335,Carol Rodgers,Male,34,Abu Dhabi,"3,392","97,209",4,634,YES,ACTIVE,9,RETAINED,1
UAE-4336,Mary Ho,Female,36,Ajman,"8,044","191,558",2,662,NO,ACTIVE,3,RETAINED,1
UAE-4337,Jacqueline Galvan,Male,64,Abu Dhabi,"7,661","53,578",3,563,YES,ACTIVE,1,RETAINED,1
UAE-4338,Wendy Phillips,Male,54,Fujairah,"12,695","56,042",4,549,YES,ACTIVE,9,RETAINED,1
UAE-4339,Melissa Berry,Female,37,Sharjah,"12,547","183,620",1,544,YES,IN_ACTIVE,2,RETAINED,1
UAE-4340,Chelsea Ramos,Female,64,RAK,"10,288","186,223",2,527,YES,ACTIVE,2,RETAINED,1
UAE-4341,Patrick James,Female,55,Fujairah,"13,047","12,463",2,533,YES,ACTIVE,4,RETAINED,1
UAE-4342,George Smith,Female,19,Abu Dhabi,"14,782","108,397",3,420,NO,ACTIVE,7,RETAINED,1
UAE-4343,Amanda Warren,Female,55,Sharjah,"7,862","182,494",3,821,YES,ACTIVE,10,RETAINED,1
UAE-4344,Jamie Smith,Male,23,RAK,"16,995","64,231",2,451,NO,ACTIVE,8,RETAINED,1
UAE-4345,Christopher Mercer,Male,20,Abu Dhabi,"8,325","175,908",4,438,YES,ACTIVE,3,RETAINED,1
UAE-4346,Danielle Watson,Male,52,Sharjah,"12,083","87,098",2,341,YES,IN_ACTIVE,3,CHURNED,0
UAE-4347,Dan Johnson,Female,69,Dubai,"5,137","171,719",1,479,YES,IN_ACTIVE,2,RETAINED,1
UAE-4348,Linda Morgan,Female,62,Abu Dhabi,"5,363","142,285",1,330,NO,IN_ACTIVE,1,RETAINED,1
UAE-4349,James Miller,Male,62,RAK,"18,656","25,003",4,807,YES,ACTIVE,7,RETAINED,1
UAE-4350,Thomas Delgado,Female,25,RAK,"11,233","8,760",3,672,NO,ACTIVE,4,RETAINED,1
UAE-4351,Laura Cruz,Female,28,Fujairah,"11,670","196,519",3,729,YES,ACTIVE,6,RETAINED,1
UAE-4352,Karen Mata,Male,19,Ajman,"5,171","129,990",2,388,NO,ACTIVE,6,RETAINED,1
UAE-4353,Jacqueline Gallagher,Male,28,Abu Dhabi,"20,721","76,924",3,379,YES,IN_ACTIVE,3,RETAINED,1
UAE-4354,Travis Gray,Male,23,Ajman,"19,297","141,579",4,439,NO,ACTIVE,7,RETAINED,1
UAE-4355,Kyle Case,Female,35,Ajman,"12,339","67,068",1,496,NO,ACTIVE,10,CHURNED,0
UAE-4356,Jason Krueger,Male,42,Abu Dhabi,"16,984","53,686",2,507,NO,ACTIVE,10,CHURNED,0
UAE-4357,Nancy Brown,Male,44,Ajman,"13,758","157,877",3,674,NO,ACTIVE,1,RETAINED,1
UAE-4358,Jocelyn Ortega,Male,40,Ajman,"13,517","62,501",1,842,NO,IN_ACTIVE,6,RETAINED,1
UAE-4359,Claire Schwartz,Male,25,Ajman,"9,038","36,713",4,402,NO,ACTIVE,6,CHURNED,0
UAE-4360,Rebecca Brown,Male,63,Sharjah,"13,746","119,481",3,539,NO,ACTIVE,7,RETAINED,1
UAE-4361,Joshua Smith,Female,30,Dubai,"4,973","175,346",3,778,YES,ACTIVE,4,RETAINED,1
UAE-4362,Ryan Ball,Male,68,Sharjah,"21,465","69,318",3,371,YES,ACTIVE,7,RETAINED,1
UAE-4363,Jonathon Rowland,Male,69,Dubai,"15,647","52,316",4,599,YES,IN_ACTIVE,9,RETAINED,1
UAE-4364,Julia Anderson,Female,29,Abu Dhabi,"9,950","168,964",4,518,NO,ACTIVE,4,RETAINED,1
UAE-4365,Kimberly Smith,Female,60,Umm AL-Quwain,"7,657","147,836",4,473,YES,IN_ACTIVE,9,RETAINED,1
UAE-4366,Victoria Ford,Male,24,Abu Dhabi,"11,493","8,193",2,450,YES,IN_ACTIVE,2,RETAINED,1
UAE-4367,Michael Garcia,Male,56,RAK,"6,532","145,308",1,474,YES,IN_ACTIVE,8,RETAINED,1
UAE-4368,Brian Allen,Female,56,Dubai,"11,589","63,195",3,621,YES,IN_ACTIVE,8,RETAINED,1
UAE-4369,Jordan Bryant,Female,21,Umm AL-Quwain,"24,891","131,756",3,725,NO,ACTIVE,5,RETAINED,1
UAE-4370,Anthony Sanders,Female,25,Sharjah,"21,859","158,440",2,849,NO,IN_ACTIVE,1,RETAINED,1
UAE-4371,Shannon Osborn,Male,39,Sharjah,"23,117","94,405",4,424,NO,ACTIVE,9,RETAINED,1
UAE-4372,David Ortiz,Female,61,Ajman,"4,095","17,691",2,652,YES,IN_ACTIVE,10,CHURNED,0
UAE-4373,Jerry Bailey,Male,29,Abu Dhabi,"8,709","167,114",4,374,YES,ACTIVE,1,RETAINED,1
UAE-4374,Jessica Curry,Female,50,RAK,"22,936","159,752",3,753,YES,IN_ACTIVE,4,RETAINED,1
UAE-4375,Debra Hanson MD,Male,29,Sharjah,"14,366","47,720",1,399,NO,IN_ACTIVE,8,RETAINED,1
UAE-4376,Laura Olson,Male,25,Abu Dhabi,"12,718","151,716",4,431,NO,IN_ACTIVE,3,RETAINED,1
UAE-4377,Alexander Norton,Male,21,Ajman,"23,660","195,305",1,768,NO,ACTIVE,9,RETAINED,1
UAE-4378,Mr. Ryan Shannon,Male,50,Fujairah,"17,966","87,658",3,568,NO,IN_ACTIVE,6,CHURNED,0
UAE-4379,Brandon Hinton,Female,51,Dubai,"21,483","81,627",3,516,YES,IN_ACTIVE,8,RETAINED,1
UAE-4380,Elizabeth Webster,Female,57,RAK,"4,316","198,624",3,679,NO,ACTIVE,10,CHURNED,0
UAE-4381,Jeffery Hogan,Male,28,Abu Dhabi,"19,923","185,008",3,810,YES,ACTIVE,3,CHURNED,0
UAE-4382,Mary Hines,Female,59,Dubai,"3,974","195,665",4,822,YES,IN_ACTIVE,7,CHURNED,0
UAE-4383,Antonio Branch,Female,47,Abu Dhabi,"23,727","86,879",3,427,YES,ACTIVE,5,RETAINED,1
UAE-4384,Michael Williams,Female,64,Dubai,"18,496","57,975",3,794,NO,ACTIVE,10,RETAINED,1
UAE-4385,Justin Ramirez,Male,25,Abu Dhabi,"12,520","46,359",4,814,YES,ACTIVE,10,RETAINED,1
UAE-4386,Joshua Barrera,Male,51,RAK,"23,805","92,235",3,625,YES,IN_ACTIVE,5,RETAINED,1
UAE-4387,Tanya Hamilton,Male,42,Ajman,"20,175","59,587",1,530,YES,ACTIVE,7,CHURNED,0
UAE-4388,Pamela Lopez,Female,46,Fujairah,"21,556","197,534",4,573,NO,IN_ACTIVE,2,RETAINED,1
UAE-4389,Kelly Brown,Male,46,Ajman,"13,325","161,231",3,514,YES,ACTIVE,4,RETAINED,1
UAE-4390,Andrew Rhodes,Male,30,Abu Dhabi,"3,314","199,840",2,321,YES,ACTIVE,2,CHURNED,0
UAE-4391,Richard Tran,Male,20,Dubai,"16,718","181,162",4,822,NO,ACTIVE,7,CHURNED,0
UAE-4392,David Jones,Female,40,Abu Dhabi,"15,450","79,914",2,785,NO,IN_ACTIVE,2,RETAINED,1
UAE-4393,Derek Gates,Female,28,Abu Dhabi,"13,418","153,633",1,362,YES,IN_ACTIVE,6,RETAINED,1
UAE-4394,Joe Russell,Male,48,RAK,"16,536","163,407",4,321,NO,IN_ACTIVE,8,RETAINED,1
UAE-4395,Anne Lewis,Male,36,Sharjah,"9,508","184,653",1,690,YES,ACTIVE,1,CHURNED,0
UAE-4396,Courtney Torres,Female,58,Umm AL-Quwain,"21,753","184,901",2,752,YES,ACTIVE,1,RETAINED,1
UAE-4397,Joanna Padilla,Male,52,Sharjah,"11,464","152,310",1,406,NO,IN_ACTIVE,2,CHURNED,0
UAE-4398,Kathy Fry,Male,20,Ajman,"22,903","18,954",1,348,YES,ACTIVE,3,RETAINED,1
UAE-4399,Karl Waters,Female,64,Ajman,"6,494","82,172",1,325,NO,ACTIVE,2,RETAINED,1
UAE-4400,Claudia Orr,Male,44,Ajman,"13,367","56,918",2,744,NO,IN_ACTIVE,5,RETAINED,1
UAE-4401,Dr. Jamie Price,Female,65,Abu Dhabi,"13,190","106,404",3,317,NO,ACTIVE,9,RETAINED,1
UAE-4402,Nathan Henry,Male,44,Abu Dhabi,"6,864","7,269",2,335,YES,ACTIVE,10,CHURNED,0
UAE-4403,Rachel Wood,Female,31,Fujairah,"6,301","143,439",1,713,YES,IN_ACTIVE,9,RETAINED,1
UAE-4404,Kimberly Young,Female,48,Dubai,"22,965","58,862",3,817,YES,IN_ACTIVE,3,RETAINED,1
UAE-4405,Christine Leonard,Female,27,Sharjah,"14,921","174,731",2,611,NO,IN_ACTIVE,4,CHURNED,0
UAE-4406,Madison Graham,Male,55,Dubai,"7,950","73,103",1,446,YES,IN_ACTIVE,8,RETAINED,1
UAE-4407,Julie Allen,Female,68,Umm AL-Quwain,"19,568","113,300",4,771,YES,ACTIVE,9,RETAINED,1
UAE-4408,Michelle Chang,Male,59,Dubai,"3,914","62,042",2,532,YES,IN_ACTIVE,2,CHURNED,0
UAE-4409,Keith Wells,Male,46,Dubai,"8,110","72,720",4,557,YES,ACTIVE,9,RETAINED,1
UAE-4410,Andrew Wheeler,Male,52,RAK,"6,097","42,038",3,782,YES,IN_ACTIVE,6,RETAINED,1
UAE-4411,Daniel Lam,Female,57,Umm AL-Quwain,"6,103","96,659",4,538,YES,ACTIVE,7,CHURNED,0
UAE-4412,Joseph Price,Male,39,Dubai,"5,505","139,372",1,598,NO,ACTIVE,4,RETAINED,1
UAE-4413,Sean Simon,Female,23,Fujairah,"11,583","78,877",3,618,NO,ACTIVE,8,RETAINED,1
UAE-4414,Mary Spencer,Female,43,Umm AL-Quwain,"4,397","33,785",2,715,YES,ACTIVE,10,RETAINED,1
UAE-4415,Daniel Wells,Male,42,Sharjah,"6,249","174,367",3,771,YES,IN_ACTIVE,4,RETAINED,1
UAE-4416,Christopher Love,Female,56,RAK,"23,279","111,140",2,616,YES,ACTIVE,5,RETAINED,1
UAE-4417,Heather Valencia,Male,53,Umm AL-Quwain,"14,155","61,994",1,439,YES,IN_ACTIVE,2,RETAINED,1
UAE-4418,David Nichols,Female,31,Fujairah,"19,545","179,880",2,733,YES,IN_ACTIVE,2,RETAINED,1
UAE-4419,Ashley Lopez,Male,54,Sharjah,"22,724","7,833",3,705,YES,IN_ACTIVE,3,RETAINED,1
UAE-4420,Edward Schwartz,Male,40,Umm AL-Quwain,"20,847","82,497",2,401,YES,ACTIVE,4,RETAINED,1
UAE-4421,Amanda Cabrera,Male,60,Dubai,"12,653","89,139",3,586,YES,IN_ACTIVE,5,CHURNED,0
UAE-4422,Mitchell Johnson,Male,33,Ajman,"16,653","120,430",3,592,YES,ACTIVE,3,RETAINED,1
UAE-4423,Troy Davis,Male,21,Abu Dhabi,"22,749","164,196",1,760,YES,IN_ACTIVE,8,RETAINED,1
UAE-4424,Lindsey Wilson,Male,30,Sharjah,"3,486","105,926",3,489,NO,ACTIVE,8,RETAINED,1
UAE-4425,Dr. Michelle Cooper,Male,57,Ajman,"4,780","36,298",2,326,NO,ACTIVE,5,RETAINED,1
